Target Speed,Current Speed,Target Pitch,Current Pitch 1,Current Pitch 2
50,200,0,0,-1
50,200,0,0,-2
50,200,0,0,-1
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-1
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-1
50,200,0,0,-2
50,200,0,0,-1
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-1
50,200,0,0,-1
50,200,0,0,-2
50,200,0,0,-1
50,200,0,0,-1
50,200,0,0,-1
50,200,0,0,-1
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-1
50,200,0,0,-1
50,200,0,0,-1
50,200,0,0,-1
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-1
50,200,0,0,-1
50,200,0,0,-1
50,200,0,0,-1
50,200,0,0,-1
50,200,0,0,-1
50,200,0,0,-1
50,200,0,0,-1
50,200,0,0,-1
50,200,0,0,-2
50,200,0,0,-1
50,200,0,0,-1
50,200,0,0,-1
50,200,0,0,-1
50,200,0,0,-1
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-1
50,200,0,0,-1
50,200,0,0,-1
50,200,0,0,-1
50,200,0,0,-1
50,200,0,0,-1
50,200,0,0,-1
50,200,0,0,-1
50,200,0,0,-3
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-1
50,200,0,0,-1
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-1
50,200,0,0,-1
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-1
50,200,0,0,-2
50,200,0,0,-1
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,0,0,-2
50,200,10,0,-2
50,200,10,0,-2
50,200,10,0,5
50,200,10,0,26
50,200,10,0,39
50,200,10,0,42
50,200,10,0,44
50,200,10,0,33
50,200,10,0,6
50,200,10,0,-6
50,200,10,0,-11
50,200,10,0,-14
50,200,10,0,-6
50,200,10,0,13
50,200,10,0,19
50,200,10,0,21
50,200,10,0,22
50,200,10,0,22
50,200,10,0,22
50,200,20,0,22
50,200,20,0,22
50,200,20,0,22
50,200,20,0,22
50,200,20,0,23
50,200,20,0,22
50,200,20,0,22
50,200,20,0,22
50,200,20,0,23
50,200,20,0,22
50,200,20,0,22
50,200,20,0,22
50,200,20,0,22
50,200,20,0,22
50,200,20,0,22
50,200,20,0,23
50,200,20,0,22
50,200,20,0,23
50,200,20,0,23
50,200,30,0,24
50,200,30,0,22
50,200,30,0,22
50,200,30,0,21
50,200,30,0,23
50,200,30,0,24
50,200,30,0,23
50,200,30,0,23
50,200,30,0,23
50,200,30,0,23
50,200,30,0,23
50,200,30,0,23
50,200,30,0,22
50,200,30,0,23
50,200,30,0,23
50,200,30,0,23
50,200,30,0,24
50,200,30,0,24
50,200,30,0,23
50,200,0,0,23
50,200,0,0,23
50,200,0,0,23
50,200,0,0,21
50,200,0,0,22
50,200,0,0,18
50,200,0,0,-44
50,200,0,0,-91
50,200,0,0,-98
50,200,0,0,63
50,200,0,0,36
50,200,0,0,-59
50,200,0,0,-95
50,200,0,0,17
50,200,0,0,106
50,200,0,0,-32
50,200,0,0,-284
50,200,0,0,-394
50,200,0,0,-441
50,200,0,0,-459
50,200,0,0,-466
50,200,0,0,-469
50,200,0,0,-471
50,200,0,0,-472
50,200,0,0,-472
50,200,0,0,-473
50,200,0,0,-473
50,200,0,0,-473
50,200,0,0,-474
50,200,0,0,-474
50,200,0,0,-473
50,200,0,0,-474
50,200,0,0,-474
50,200,0,0,-474
50,200,0,0,-474
50,200,0,0,-474
50,200,0,0,-473
50,200,0,0,-474
50,200,0,0,-474
50,200,0,0,-475
50,200,0,0,-474
50,200,0,0,-474
50,200,0,0,-474
50,200,0,0,-474
50,200,0,0,-474
50,200,0,0,-475
50,200,0,0,-474
50,200,0,0,-474
50,200,0,0,-475
50,200,0,0,-475
50,200,0,0,-475
50,200,0,0,-475
50,200,0,0,-475
50,200,0,0,-475
50,200,0,0,-475
50,200,0,0,-475
50,200,0,0,-475
50,200,0,0,-475
50,200,0,0,-475
50,200,0,0,-475
50,200,0,0,-475
50,200,0,0,-475
50,200,0,0,-475
50,200,0,0,-476
50,200,0,0,-476
50,200,0,0,-476
50,200,0,0,-476
50,200,0,0,-476
50,200,0,0,-475
50,200,0,0,-475
