Target Speed,Current Speed,Target Pitch,Current Pitch 1,Current Pitch 2,,,
50,200,0,0,11,,,
50,200,0,0,11,,,
50,200,0,0,11,,,
50,200,0,0,11,,,
50,200,0,0,11,,,
50,200,0,0,11,,,
50,200,0,0,11,,,
50,200,0,0,11,,,1.06875
50,200,0,0,11,,,1.527
50,200,0,0,11,,,0.2
50,200,0,0,11,,,
50,200,0,0,11,,,
50,200,0,0,11,,,
50,200,0,0,11,,,
50,200,0,0,11,,,
50,200,0,0,11,,,
50,200,0,0,11,,,
50,200,0,0,10,,,
50,200,0,0,10,,,
50,200,0,0,10,,,
50,200,0,0,4,,,
50,200,0,0,-24,,,
50,200,0,0,-34,,,
50,200,0,0,-29,,,
50,200,0,0,-27,,,
50,200,0,0,-23,,,
50,200,0,0,-9,,,
50,200,0,0,0,,,
50,200,0,0,1,,,
50,200,0,0,1,,,
50,200,0,0,1,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,1,,,
50,200,0,0,1,,,
50,200,0,0,1,,,
50,200,0,0,1,,,
50,200,0,0,1,,,
50,200,0,0,2,,,
50,200,0,0,1,,,
50,200,0,0,1,,,
50,200,0,0,1,,,
50,200,0,0,1,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,1,,,
50,200,0,0,1,,,
50,200,0,0,1,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,1,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,2,,,
50,200,0,0,1,,,
50,200,0,0,2,,,
50,200,10,0,2,,,
50,200,10,0,2,,,
50,200,10,0,11,,,
50,200,10,0,24,,,
50,200,10,0,28,,,
50,200,10,0,29,,,
50,200,10,0,29,,,
50,200,10,0,29,,,
50,200,10,0,29,,,
50,200,10,0,29,,,
50,200,10,0,26,,,
50,200,10,0,19,,,
50,200,10,0,18,,,
50,200,10,0,17,,,
50,200,10,0,17,,,
50,200,10,0,12,,,
50,200,10,0,-3,,,
50,200,10,0,-17,,,
50,200,10,0,-21,,,
50,200,20,0,-21,,,
50,200,20,0,-10,,,
50,200,20,0,30,,,
50,200,20,0,44,,,
50,200,20,0,48,,,
50,200,20,0,47,,,
50,200,20,0,38,,,
50,200,20,0,18,,,
50,200,20,0,11,,,
50,200,20,0,8,,,
50,200,20,0,7,,,
50,200,20,0,6,,,
50,200,20,0,6,,,
50,200,20,0,6,,,
50,200,20,0,6,,,
50,200,20,0,6,,,
50,200,20,0,6,,,
50,200,20,0,7,,,
50,200,20,0,9,,,
50,200,30,0,17,,,
50,200,30,0,23,,,
50,200,30,0,26,,,
50,200,30,0,26,,,
50,200,30,0,27,,,
50,200,30,0,26,,,
50,200,30,0,26,,,
50,200,30,0,26,,,
50,200,30,0,27,,,
50,200,30,0,26,,,
50,200,30,0,27,,,
50,200,30,0,27,,,
50,200,30,0,27,,,
50,200,30,0,28,,,
50,200,30,0,28,,,
50,200,30,0,28,,,
50,200,30,0,29,,,
50,200,30,0,31,,,
50,200,30,0,30,,,
50,200,0,0,30,,,
50,200,0,0,30,,,
50,200,0,0,31,,,
50,200,0,0,30,,,
50,200,0,0,17,,,
50,200,0,0,2,,,
50,200,0,0,-2,,,
50,200,0,0,-4,,,
50,200,0,0,-5,,,
50,200,0,0,-6,,,
50,200,0,0,-5,,,
50,200,0,0,-5,,,
50,200,0,0,-5,,,
50,200,0,0,-5,,,
50,200,0,0,-5,,,
50,200,0,0,-4,,,
50,200,0,0,-4,,,
50,200,0,0,-5,,,
