Timestamp,Target Speed,Current Speed,Target Pitch,Current Pitch 1,Current Pitch 2,Load Cell 1,Load Cell 2,Load Cell 3,Load Cell 4
2024-10-16 20:00:11,60.0,0.21,0.0,64.0,21.0,-119.0,201.0,-193.0,275.0
2024-10-16 20:00:11,60.0,0.21,0.0,64.0,21.0,-119.0,201.0,-193.0,275.0
2024-10-16 20:00:11,60.0,0.21,0.0,64.0,21.0,-119.0,201.0,-193.0,275.0
2024-10-16 20:00:11,60.0,0.21,0.0,64.0,21.0,-119.0,201.0,-193.0,275.0
2024-10-16 20:00:11,60.0,0.21,0.0,64.0,21.0,-119.0,201.0,-193.0,275.0
2024-10-16 20:00:11,60.0,0.21,0.0,64.0,21.0,-119.0,201.0,-193.0,275.0
2024-10-16 20:00:11,60.0,0.21,0.0,64.0,21.0,-119.0,201.0,-193.0,275.0
2024-10-16 20:00:11,60.0,0.21,0.0,64.0,21.0,-119.0,201.0,-193.0,275.0
2024-10-16 20:00:11,60.0,0.21,0.0,64.0,21.0,-119.0,201.0,-193.0,275.0
2024-10-16 20:00:11,60.0,0.21,0.0,64.0,20.0,-119.0,201.0,-193.0,276.0
2024-10-16 20:00:11,60.0,0.21,0.0,64.0,20.0,-119.0,202.0,-193.0,275.0
2024-10-16 20:00:11,60.0,0.21,0.0,64.0,20.0,-119.0,202.0,-193.0,276.0
2024-10-16 20:00:11,60.0,0.21,0.0,64.0,20.0,-119.0,202.0,-193.0,275.0
2024-10-16 20:00:11,60.0,0.21,0.0,64.0,21.0,-120.0,202.0,-193.0,276.0
2024-10-16 20:00:12,60.0,0.21,0.0,64.0,21.0,-120.0,202.0,-193.0,276.0
2024-10-16 20:00:12,60.0,0.21,0.0,64.0,21.0,-120.0,202.0,-193.0,276.0
2024-10-16 20:00:12,60.0,0.21,0.0,64.0,21.0,-120.0,202.0,-193.0,276.0
2024-10-16 20:00:12,60.0,0.21,0.0,64.0,21.0,-120.0,202.0,-193.0,276.0
2024-10-16 20:00:12,60.0,0.21,0.0,64.0,21.0,-120.0,202.0,-193.0,276.0
2024-10-16 20:00:12,60.0,0.21,0.0,64.0,21.0,-120.0,202.0,-194.0,276.0
